timestamp,symbol,action,price,amount,status,strategy,market_state,pnl,duration_seconds
2026-04-08 14:11:56,BTC/USDT,buy,71765.97,0.00027868361564680307,closed,Trend Strategy,TREND,0.0,0
2026-04-08 14:12:13,BTC/USDT,buy,68378.67,0.0002924888711640633,closed,Trend Strategy,TREND,0.0,0
2026-04-08 14:12:15,BTC/USDT,PARTIAL_SELL,69082.22,0.00014624443558203164,closed,UNKNOWN,UNKNOWN,0.10289027265373879,1
2026-04-08 14:12:17,BTC/USDT,sell,71227.5,0.00014624443558203164,closed,UNKNOWN,UNKNOWN,0.4166255354191595,3
