timestamp,symbol,action,price,amount,status,strategy,market_state,pnl,duration_seconds
2026-04-08 15:25:11,BTC/USDT,sell,69540.95,0.00014978010782370403,closed,UNKNOWN,UNKNOWN,0.41585098916281066,1
2026-04-08 15:25:54,BTC/USDT,buy,68835.59,0.0002905473752749123,closed,Trend Strategy,TREND,0.0,0
2026-04-08 15:25:54,BTC/USDT,PARTIAL_SELL,69620.82,0.00014527368763745616,closed,UNKNOWN,UNKNOWN,0.11407325774356122,0
2026-04-08 15:25:54,BTC/USDT,sell,71652.96,0.00014527368763745616,closed,UNKNOWN,UNKNOWN,0.4092897293391413,0
2026-04-08 15:26:32,BTC/USDT,buy,68230.49,0.00029312408572765633,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:26:32,BTC/USDT,PARTIAL_SELL,68954.39,0.00014656204286382817,closed,UNKNOWN,UNKNOWN,0.10609626282912436,0
2026-04-08 15:26:34,BTC/USDT,sell,66860.88,0.00014656204286382817,closed,UNKNOWN,UNKNOWN,-0.20073283952672777,1
2026-04-08 15:40:27,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:27,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:28,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:28,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:29,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:30,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:30,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:31,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:40:31,BTC/USDT,buy,71771.62,0.0002932027703583112,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:25,BTC/USDT,buy,67154.65,0.0003566977841629434,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:26,BTC/USDT,PARTIAL_SELL,67964.31,0.0001783488920814717,closed,UNKNOWN,UNKNOWN,0.144401963962685,0
2026-04-08 15:41:26,BTC/USDT,sell,69844.73,0.0001783488920814717,closed,UNKNOWN,UNKNOWN,0.4797727876105257,1
2026-04-08 15:41:28,BTC/USDT,buy,67154.65,0.0003566977841629434,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:29,BTC/USDT,PARTIAL_SELL,67964.31,0.0001783488920814717,closed,UNKNOWN,UNKNOWN,0.144401963962685,0
2026-04-08 15:41:29,BTC/USDT,sell,69844.73,0.0001783488920814717,closed,UNKNOWN,UNKNOWN,0.4797727876105257,1
2026-04-08 15:41:31,BTC/USDT,buy,67154.65,0.0003566977841629434,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:32,BTC/USDT,PARTIAL_SELL,67964.31,0.0001783488920814717,closed,UNKNOWN,UNKNOWN,0.144401963962685,0
2026-04-08 15:41:32,BTC/USDT,sell,69844.73,0.0001783488920814717,closed,UNKNOWN,UNKNOWN,0.4797727876105257,1
2026-04-08 15:41:34,BTC/USDT,buy,67146.88,0.000338422943123827,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:35,BTC/USDT,PARTIAL_SELL,67964.31,0.0001692114715619135,closed,UNKNOWN,UNKNOWN,0.13831853319885376,0
2026-04-08 15:41:36,BTC/USDT,sell,69844.73,0.0001692114715619135,closed,UNKNOWN,UNKNOWN,0.4565071685533068,1
2026-04-08 15:41:38,BTC/USDT,buy,67146.88,0.000338422943123827,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:38,BTC/USDT,PARTIAL_SELL,67964.31,0.0001692114715619135,closed,UNKNOWN,UNKNOWN,0.13831853319885376,0
2026-04-08 15:41:39,BTC/USDT,sell,69844.73,0.0001692114715619135,closed,UNKNOWN,UNKNOWN,0.4565071685533068,1
2026-04-08 15:41:41,BTC/USDT,buy,67146.88,0.000338422943123827,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:41,BTC/USDT,PARTIAL_SELL,67964.31,0.0001692114715619135,closed,UNKNOWN,UNKNOWN,0.13831853319885376,0
2026-04-08 15:41:42,BTC/USDT,sell,69844.73,0.0001692114715619135,closed,UNKNOWN,UNKNOWN,0.4565071685533068,1
2026-04-08 15:41:44,BTC/USDT,buy,67142.84,0.0003433709105732293,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:45,BTC/USDT,PARTIAL_SELL,67964.31,0.00017168545528661465,closed,UNKNOWN,UNKNOWN,0.14103445095429554,0
2026-04-08 15:41:45,BTC/USDT,sell,69844.73,0.00017168545528661465,closed,UNKNOWN,UNKNOWN,0.4638752147843512,1
2026-04-08 15:41:47,BTC/USDT,buy,67142.84,0.0003433709105732293,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:48,BTC/USDT,PARTIAL_SELL,67964.31,0.00017168545528661465,closed,UNKNOWN,UNKNOWN,0.14103445095429554,0
2026-04-08 15:41:48,BTC/USDT,sell,69844.73,0.00017168545528661465,closed,UNKNOWN,UNKNOWN,0.4638752147843512,1
2026-04-08 15:41:50,BTC/USDT,buy,67142.84,0.0003433709105732293,closed,Range Strategy,RANGE,0.0,0
2026-04-08 15:41:51,BTC/USDT,PARTIAL_SELL,67964.31,0.00017168545528661465,closed,UNKNOWN,UNKNOWN,0.14103445095429554,0
2026-04-08 15:41:52,BTC/USDT,sell,69844.73,0.00017168545528661465,closed,UNKNOWN,UNKNOWN,0.4638752147843512,1
2026-04-08 16:14:39,BTC/USDT,buy,87892.01,0.0002631451361969658,closed,Range Strategy,RANGE,0.0,0
2026-04-08 16:14:39,BTC/USDT,sell,86539.99,0.0002631451361969658,closed,UNKNOWN,UNKNOWN,-0.35577748704101897,0
2026-04-08 21:25:27,BTC/USDT,buy,67499.99,0.00019087217196413463,closed,Breakout UP - Score,TREND,0.0,0
2026-04-08 21:25:27,BTC/USDT,sell,67357.64,0.00019087217196413463,closed,UNKNOWN,UNKNOWN,-0.027170653679095675,0
2026-04-08 21:29:37,BTC/USDT,buy,67499.99,0.00019087217196413463,closed,Breakout UP - Score,TREND,0.0,0
2026-04-08 21:29:37,BTC/USDT,sell,67357.64,0.00019087217196413463,closed,UNKNOWN,UNKNOWN,-0.027170653679095675,0
2026-04-09 00:41:16,BTC/USDT,buy,87864.31,0.0001790084244876575,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:41:16,BTC/USDT,sell,87770.45,0.0001790084244876575,closed,UNKNOWN,UNKNOWN,-0.01680173072241164,0
2026-04-09 00:47:06,BTC/USDT,buy,87864.31,0.0001790084244876575,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:47:06,BTC/USDT,sell,87770.45,0.0001790084244876575,closed,UNKNOWN,UNKNOWN,-0.01680173072241164,0
2026-04-09 00:50:08,BTC/USDT,buy,87506.27,0.0004085922306404264,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:50:08,BTC/USDT,PARTIAL_SELL,88640.98,0.0002042961153202132,closed,UNKNOWN,UNKNOWN,0.23181684501499747,0
2026-04-09 00:50:08,BTC/USDT,sell,89288.42,0.0002042961153202132,closed,UNKNOWN,UNKNOWN,0.3640863219179168,0
2026-04-09 00:52:28,BTC/USDT,buy,87506.27,0.00040859497855545257,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:52:28,BTC/USDT,PARTIAL_SELL,88640.98,0.00020429748927772626,closed,UNKNOWN,UNKNOWN,0.2318184040583271,0
2026-04-09 00:52:28,BTC/USDT,sell,89288.42,0.00020429748927772628,closed,UNKNOWN,UNKNOWN,0.36408877051629873,0
2026-04-09 00:54:17,BTC/USDT,buy,87506.27,0.00040859497855545257,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:54:17,BTC/USDT,PARTIAL_SELL,88640.98,0.00020429748927772626,closed,UNKNOWN,UNKNOWN,0.2318184040583271,0
2026-04-09 00:54:17,BTC/USDT,sell,89288.42,0.00020429748927772628,closed,UNKNOWN,UNKNOWN,0.36408877051629873,0
2026-04-09 00:54:17,BTC/USDT,buy,88771.64,0.0003929235405262102,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:54:17,BTC/USDT,sell,88878.46,0.00039292354052621015,closed,UNKNOWN,UNKNOWN,0.041972092599012516,0
2026-04-09 00:54:17,BTC/USDT,buy,88755.12,0.0002896968854947494,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:54:17,BTC/USDT,sell,88696.42,0.0002896968854947494,closed,Pullback DOWN - Score,TREND,-0.017005207178540947,0
2026-04-09 00:54:17,BTC/USDT,buy,88879.45,0.00041431324240883885,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:54:17,BTC/USDT,sell,88792.67,0.00041431324240883885,closed,Pullback DOWN - Score,TREND,-0.03595410317623855,0
2026-04-09 00:54:17,BTC/USDT,sell,88696.72,0.00033082377674681563,closed,Pullback DOWN - Score,TREND,0.0,0
2026-04-09 00:54:47,BTC/USDT,buy,87506.27,0.00040859497855545257,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:54:47,BTC/USDT,PARTIAL_SELL,88640.98,0.00020429748927772626,closed,UNKNOWN,UNKNOWN,0.2318184040583271,0
2026-04-09 00:54:47,BTC/USDT,sell,89288.42,0.00020429748927772628,closed,UNKNOWN,UNKNOWN,0.36408877051629873,0
2026-04-09 00:54:47,BTC/USDT,buy,88771.64,0.0003929235405262102,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:54:47,BTC/USDT,sell,88878.46,0.00039292354052621015,closed,UNKNOWN,UNKNOWN,0.041972092599012516,0
2026-04-09 00:54:47,BTC/USDT,buy,88755.12,0.0002896968854947494,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:54:47,BTC/USDT,sell,88696.42,0.0002896968854947494,closed,Pullback DOWN - Score,TREND,-0.017005207178540947,0
2026-04-09 00:54:47,BTC/USDT,buy,88879.45,0.00041431324240883885,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:54:47,BTC/USDT,sell,88792.67,0.00041431324240883885,closed,Pullback DOWN - Score,TREND,-0.03595410317623855,0
2026-04-09 00:54:47,BTC/USDT,sell,88696.72,0.00033082377674681563,closed,Pullback DOWN - Score,TREND,0.0,0
2026-04-09 00:54:47,BTC/USDT,buy,88835.64,0.00033082377674681563,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87506.27,0.00040858998763254747,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,PARTIAL_SELL,88640.98,0.00020429499381627373,closed,UNKNOWN,UNKNOWN,0.2318155724332623,0
2026-04-09 00:56:01,BTC/USDT,sell,89288.42,0.00020429499381627376,closed,UNKNOWN,UNKNOWN,0.3640843232296711,0
2026-04-09 00:56:01,BTC/USDT,buy,88771.64,0.0003929230750229863,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,88878.46,0.0003929230750229863,closed,UNKNOWN,UNKNOWN,0.04197204287395814,0
2026-04-09 00:56:01,BTC/USDT,buy,88755.12,0.00028969686441814295,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,88696.42,0.00028969686441814295,closed,Pullback DOWN - Score,TREND,-0.017005205941344147,0
2026-04-09 00:56:01,BTC/USDT,buy,88879.45,0.0004143132345495499,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,88792.67,0.0004143132345495499,closed,Pullback DOWN - Score,TREND,-0.03595410249420946,0
2026-04-09 00:56:01,BTC/USDT,sell,88696.72,0.00033082377058611234,closed,Pullback DOWN - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,88835.64,0.00033082377058611234,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,88575.02,0.0003804322255811914,closed,Breakout DOWN - Score,TREND,-0.09914824663096833,0
2026-04-09 00:56:01,BTC/USDT,buy,88737.2,0.0003804322255811914,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,88833.7,0.00035313431781256973,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,88564.0,0.00035313431781256973,closed,UNKNOWN,UNKNOWN,-0.09524032551404903,0
2026-04-09 00:56:01,BTC/USDT,sell,86776.13,0.00021314515820793016,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87229.05,0.00021314515820793016,closed,UNKNOWN,UNKNOWN,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87298.03,0.00036380769251567264,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87275.29,0.00036380769251567264,closed,Pullback DOWN - Score,TREND,-0.008272986927808302,0
2026-04-09 00:56:01,BTC/USDT,sell,87215.44,0.0003903456201125353,closed,Pullback DOWN - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87371.69,0.0003903456201125353,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87609.47,0.00037001363032170936,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87415.93,0.00037001363032170936,closed,Breakout DOWN - Score,TREND,-0.07161243801246664,0
2026-04-09 00:56:01,BTC/USDT,sell,87402.75,0.0003766471465644717,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87440.63,0.0003766471465644717,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87430.01,0.0003877490693456606,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87530.18,0.0003877490693456606,closed,Breakout DOWN - Score,TREND,0.038840824276354144,0
2026-04-09 00:56:01,BTC/USDT,sell,87473.34,0.0002690643477457585,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87483.76,0.0002690643477457585,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87433.9,0.0002783867426264841,closed,Breakout DOWN - Score,TREND,-0.01388036298735666,0
2026-04-09 00:56:01,BTC/USDT,buy,87544.79,0.0002783867426264841,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87701.99,0.00025960894770728243,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87559.95,0.00025960894770728243,closed,Breakout DOWN - Score,TREND,-0.03687485493234451,0
2026-04-09 00:56:01,BTC/USDT,sell,87542.82,0.000293269529031519,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87470.79,0.000293269529031519,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87430.4,0.00039404320723331775,closed,Breakout DOWN - Score,TREND,-0.015915405140153476,0
2026-04-09 00:56:01,BTC/USDT,buy,87456.77,0.0003940432072333177,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87452.78,0.00033465577433348405,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87417.33,0.00033465577433348405,closed,Pullback DOWN - Score,TREND,-0.011863547200121036,0
2026-04-09 00:56:01,BTC/USDT,buy,87532.46,0.00034376776014410584,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87500.01,0.00034376776014410584,closed,Breakout DOWN - Score,TREND,-0.011155263816680236,0
2026-04-09 00:56:01,BTC/USDT,buy,87536.47,0.0003692540569280524,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87469.49,0.00036925405692805245,closed,Breakout DOWN - Score,TREND,-0.024732636733039447,0
2026-04-09 00:56:01,BTC/USDT,buy,87551.51,0.00029093414852800475,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87544.2,0.00029093414852800475,closed,Breakout DOWN - Score,TREND,-0.0021267286257390374,0
2026-04-09 00:56:01,BTC/USDT,buy,87550.62,0.0003436532492124865,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,sell,87610.73,0.0003436532492124865,closed,Breakout DOWN - Score,TREND,0.020656996810162764,0
2026-04-09 00:56:01,BTC/USDT,sell,87604.66,0.00019137946538386232,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87635.6,0.00019137946538386232,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:01,BTC/USDT,buy,87674.41,0.000289851273356558,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87770.45,0.000289851273356558,closed,Breakout DOWN - Score,TREND,0.027837316293161978,0
2026-04-09 00:56:02,BTC/USDT,sell,87806.16,0.0004327023028505584,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87866.84,0.00043270230285055847,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87806.63,0.0004369093072026366,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87766.0,0.00043690930720263657,closed,Breakout DOWN - Score,TREND,-0.01775162515164516,0
2026-04-09 00:56:02,BTC/USDT,sell,87777.33,0.0003671150775071426,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87813.93,0.0003671150775071426,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87625.52,0.0003399005311588666,closed,Breakout DOWN - Score,TREND,-0.0640406590756383,0
2026-04-09 00:56:02,BTC/USDT,buy,87731.61,0.0003399005311588666,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87770.46,0.0003812857125010963,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87681.38,0.0003812857125010963,closed,Breakout DOWN - Score,TREND,-0.03396493126959833,0
2026-04-09 00:56:02,BTC/USDT,buy,87813.56,0.00034631934058733935,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87781.56,0.00034631934058733935,closed,Breakout DOWN - Score,TREND,-0.01108221889879486,0
2026-04-09 00:56:02,BTC/USDT,buy,87892.68,0.00034013675298516337,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87830.01,0.00034013675298516337,closed,Breakout DOWN - Score,TREND,-0.021316370309579596,0
2026-04-09 00:56:02,BTC/USDT,sell,87883.25,0.0003848110615984296,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87853.11,0.0003848110615984296,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87811.86,0.0003682369267686958,closed,Breakout DOWN - Score,TREND,-0.0151897732292087,0
2026-04-09 00:56:02,BTC/USDT,buy,87850.6,0.00036823692676869583,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87860.45,0.0003002904395703564,closed,Breakout DOWN - Score,TREND,0.0029578608297653884,0
2026-04-09 00:56:02,BTC/USDT,buy,87944.63,0.0003002904395703564,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87906.13,0.00032897504159658725,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87943.51,0.00032897504159658725,closed,Breakout DOWN - Score,TREND,0.012297087054877176,0
2026-04-09 00:56:02,BTC/USDT,sell,87908.0,0.00032668021662653614,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87635.77,0.00032668021662653614,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87574.51,0.00037523645418554414,closed,Pullback DOWN - Score,TREND,-0.022986985183409928,0
2026-04-09 00:56:02,BTC/USDT,buy,87586.85,0.00037523645418554414,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87656.66,0.0003420409972334316,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,PARTIAL_SELL,88869.23,0.0001710204986167158,closed,UNKNOWN,UNKNOWN,0.2073743260076698,0
2026-04-09 00:56:02,BTC/USDT,sell,89495.5,0.0001710204986167158,closed,UNKNOWN,UNKNOWN,0.3144793336763611,0
2026-04-09 00:56:02,BTC/USDT,buy,89481.42,0.00018575461034015653,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,89906.15,0.00018575461034015653,closed,Breakout DOWN - Score,TREND,0.07889555564977392,0
2026-04-09 00:56:02,BTC/USDT,buy,90121.19,0.0001846496287756973,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,89852.45,0.0001846496287756973,closed,Breakout DOWN - Score,TREND,-0.04962274123718186,0
2026-04-09 00:56:02,BTC/USDT,sell,89699.35,0.00017649403514092578,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,89674.36,0.00017649403514092578,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,89564.79,0.00016895159169799835,closed,Breakout DOWN - Score,TREND,-0.01851202590235086,0
2026-04-09 00:56:02,BTC/USDT,buy,89726.49,0.00016895159169799835,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,89783.25,0.00016650448822860245,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,89495.33,0.00016650448822860245,closed,Breakout DOWN - Score,TREND,-0.04793997225077892,0
2026-04-09 00:56:02,BTC/USDT,sell,87638.59,0.0001010332740785412,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87398.76,0.0001010332740785412,closed,UNKNOWN,UNKNOWN,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87328.43,9.226221064966693e-05,closed,Pullback DOWN - Score,TREND,-0.006488801274991236,0
2026-04-09 00:56:02,BTC/USDT,buy,87619.24,9.226221064966692e-05,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87604.43,6.44098682832227e-05,closed,Pullback DOWN - Score,TREND,-0.0009539101492753156,0
2026-04-09 00:56:02,BTC/USDT,buy,87770.45,6.44098682832227e-05,closed,UNKNOWN,UNKNOWN,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87698.61,8.642592775623283e-05,closed,Pullback DOWN - Score,TREND,-0.006208838650007465,0
2026-04-09 00:56:02,BTC/USDT,buy,87762.1,8.642592775623283e-05,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87432.0,8.782078966032766e-05,closed,Breakout DOWN - Score,TREND,-0.02898964266687467,0
2026-04-09 00:56:02,BTC/USDT,buy,87306.28,8.782078966032766e-05,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87379.1,8.395679838742794e-05,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87335.39,8.395679838742794e-05,closed,Pullback DOWN - Score,TREND,-0.0036697516575150127,0
2026-04-09 00:56:02,BTC/USDT,sell,87177.0,8.136751086302613e-05,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87301.05,8.136751086302613e-05,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87210.01,8.287732648942584e-05,closed,Pullback DOWN - Score,TREND,-0.007545151803598004,0
2026-04-09 00:56:02,BTC/USDT,buy,87321.49,8.287732648942584e-05,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87281.99,7.879547785113374e-05,closed,Breakout UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87173.87,7.879547785113374e-05,closed,Breakout DOWN - Score,TREND,-0.008519367065265359,0
2026-04-09 00:56:02,BTC/USDT,buy,87298.47,9.825633730269313e-05,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87953.41,9.825633730269313e-05,closed,Breakout DOWN - Score,TREND,0.06435200555302607,0
2026-04-09 00:56:02,BTC/USDT,sell,87774.0,9.228725699837586e-05,closed,Breakout DOWN - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,87903.89,9.228725699837587e-05,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,buy,88038.03,8.015739975930437e-05,closed,Pullback UP - Score,TREND,0.0,0
2026-04-09 00:56:02,BTC/USDT,sell,87860.01,8.015739975930437e-05,closed,Breakout DOWN - Score,TREND,-0.01426962030515169,0
